numero_UAI,dénomination_principale,Dénomination_complémentaire,code_postal_UAI,localité_acheminement,departement,nature_uai,libelle_court,nature libellé,Ministère tutelle ,UAIDTO,ACADCO
0110823K,LP LYCEE DES METIERS,CHARLES CROS,11870,CARCASSONNE CEDEX 9,011,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,6-Apr-74,11
0110984K,LYCEE AGRICOLE PRIVE,DE LEZIGNAN,11200,LEZIGNAN CORBIERES,011,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,10-Jan-94,11
0111011P,ECOLE 2D DEGRE PROF.PRIVEE,LE PORTRAIT,11000,CARCASSONNE,011,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-03,11
0111057P,ECOLE 2D DEGRE PROF.PRIVEE,ECOLE MÉTIERS AUDE,11205,LEZIGNAN CORBIERES CEDEX,011,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-16,11
0110981G,ECOLE SECONDAIRE PROF.PRIVEE,DART ET BEAUTÉ,11100,NARBONNE,011,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-92,11
0120037A,LP LYCEE DES METIERS,ALEXIS MONTEIL,12034,RODEZ CEDEX 9,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,12-Sep-65,16
0120038B,LYCEE PROFESSIONNEL,FERDINAND FOCH,12000,RODEZ,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,12-Oct-65,16
0120096P,LP LYCEE DES METIERS,DU BATIMENT,12110,AUBIN,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,8-Oct-67,16
0121157T,LYCEE PROFESSIONNEL,RAYMOND SAVIGNAC,12200,VILLEFRANCHE DE ROUERGUE,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Mar-70,16
0121234B,ECOLE 2D DEGRE PROF.PRIVEE,EMILIE DE RODAT,12000,RODEZ,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,7-Mar-75,16
0121260E,LYCEE PROFESSIONNEL PRIVE,SAINT-JOSEPH,12200,VILLEFRANCHE DE ROUERGUE,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,24-Jun-80,16
0121291N,LYCEE AGRICOLE PRIVE,DE RIGNAC,12390,RIGNAC,012,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,4-Sep-77,16
0121309H,LYCEE PROFESSIONNEL PRIVE,SAINT-JOSEPH,12000,RODEZ,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,24-Jun-80,16
0121378H,LYCEE AGRICOLE PRIVE,INSTIT REEDUCATION DE GREZES,12310,LAISSAC SEVERAC L EGLISE,012,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,13-Jan-89,16
0130006L,LP LYCEE DES METIERS,GAMBETTA,13080,AIX EN PROVENCE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0130013U,LYCEE PROFESSIONNEL,GUSTAVE EIFFEL,13400,AUBAGNE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0121429N,LYCEE PROF PRIVE DES METIERS,LOUIS QUERBES,12000,RODEZ,012,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,27-Jun-94,16
0130064Z,LP LYCEE DES METIERS,JEAN BAPTISTE BROCHIER,13010,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0130058T,LP LYCEE DES METIERS,ESTAQUE (L'),13016,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0130059U,LYCEE PROFESSIONNEL,BLAISE PASCAL,13012,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0130062X,LP LYCEE DES METIERS,FREDERIC MISTRAL,13008,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0130063Y,LP LYCEE DES METIERS,LEAU,13008,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0130146N,LP LYCEE DES METIERS,ALPILLES (LES),13140,MIRAMAS,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0130157A,LYCEE PROFESSIONNEL,LES FERRAGES,13250,ST CHAMAS,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Oct-47,02
0130172S,LYCEE PROFESSIONNEL,LEONARD DE VINCI,13007,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,2-Nov-65,02
0130171R,LP LYCEE DES METIERS,CHARLES PRIVAT,13631,ARLES CEDEX,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,2-Nov-65,02
0130055P,LYCEE PROFESSIONNEL,CHATELIER (LE),13003,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,02
0131432L,LYCEE PROF PRIVE DES METIERS,ST ANDRE,13016,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Oct-64,02
0131424C,LYCEE PROFESSIONNEL PRIVE,ORT LEON BRAMSON,13010,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-81,02
0131434N,LP PRIVE LYCEE DES METIERS,ECOLE LIBRE DE METIERS,13006,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Oct-33,02
0131437S,LYCEE PROFESSIONNEL PRIVE,PHOCEA R ATTOYAN (COIFFURE),13006,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,15-Sep-62,02
0131441W,LYCEE PROFESSIONNEL PRIVE,ST MICHEL (ANN. ST CH. CAMAS),13005,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Jan-52,02
0131445A,LYCEE PROFPRIVE DES METIERS,CHARLOTTE GRAWITZ,13013,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,15-Mar-50,02
0131463V,LYCEE PROFESSIONNEL PRIVE,CABUCELLE (LA),13015,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,15-Mar-67,02
0131484T,LYCEE PROFESSIONNEL PRIVE,BRISE LAMES,13500,MARTIGUES,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,19-Jul-68,02
0131485U,LYCEE PROF PRIVE DES METIERS,LE ROCHER,13300,SALON DE PROVENCE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,7-Jul-68,02
0131515B,ECOLE CLAUDE SAGLIO MARSEILLE,ESTHETIQUE PARFUMERIE (ETPEP),13006,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,15-Mar-67,02
0131518E,BEAUTE COIFFURE FORMATION,ECOLE CLAUDE SAGLIO SALON (BEA,13300,SALON DE PROVENCE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-93,02
0131715U,LYCEE PROFESSIONNEL AGRICOLE,DE ST REMYDE PROVENCE,13210,ST REMY DE PROVENCE,013,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,3-Feb-69,02
0131606A,LP LYCEE DES METIERS,CALADE (LA),13015,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,11-Apr-68,02
0131675A,LYCEE PROFESSIONNEL PRIVE,SAINTE ELISABETH,13240,SEPTEMES LES VALLONS,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Jan-50,02
0132193N,LYCEE PROFESSIONNEL PRIVE,EDMOND ROSTAND,13006,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,21-Sep-71,02
0132211H,LP LYCEE DES METIERS,JEAN LURCAT,13117,MARTIGUES,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,20-May-74,02
0132319A,LYCEE PROFESSIONNEL,MAURICE GENEVOIX,13700,MARIGNANE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,19-May-74,02
0132790M,LYCEE PROFESSIONNEL PRIVE,JACQUES RAYNAUD,13013,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-79,02
0133005W,LYCEE AGRICOLE PRIVE,AFASEC - CABRIES,13480,CABRIES,013,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,15-Oct-80,02
0133404E,ECOLE SECONDAIRE PROF.PRIVEE,C.N.A.T. (COIFFURE ESTH.),13500,MARTIGUES,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-91,02
0133305X,LYCEE PROFESSIONNEL PRIVE,CLOVIS HUGUES,13100,AIX EN PROVENCE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-87,02
0133683H,ECOLE 2D DEGRE PROF.PRIVEE,ECOLE DE COIFFURE LEADER,13008,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-01,02
0133878V,ECOLE 2D DEGRE PROF.PRIVEE,COURS DIDEROT,13090,AIX EN PROVENCE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-06,02
0133787W,ECOLE 2D DEGRE PROF.PRIVEE,MAESTRIS PIGIER,13096,AIX EN PROVENCE CEDEX 2,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-04,02
0133961K,ECOLE 2D DEGRE PROF.PRIVEE,EPP CLAUDE SAGLIO ACADEMY SUD,13170,LES PENNES MIRABEAU,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-09,02
0133987N,ECOLE 2D DEGRE PROF.PRIVEE,HERMES FORMATION (DESFORM),13008,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-10,02
0134010N,ECOLE 2D DEGRE PROF.PRIVEE,ART DENTAIRE ISABELLE DUTEL,13100,AIX EN PROVENCE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-11,02
0134090A,ECOLE 2D DEGRE PROF.PRIVEE,GAN MORDEKHAI,13013,MARSEILLE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-14,02
0134104R,ECOLE 2D DEGRE PROF.PRIVEE,ENORA,13830,ROQUEFORT LA BEDOULE,013,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-15,02
0140018U,LP LYCEE DES METIERS,VICTOR LEPINE,14005,CAEN CEDEX 1,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,05
0141186N,LP PR LYCEE DES METIERS,L'OASIS,14000,CAEN,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,31-Jan-67,05
0141191U,LP PR LYCEE DES METIERS,NOTRE DAME DE FIDELITE,14074,CAEN CEDEX 5,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,31-Jan-67,05
0141192V,LYCEE PROFESSIONNEL PRIVE,SAINT-JOSEPH,14800,DEAUVILLE,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,31-Jan-67,05
0141193W,LYCEE PROFESSIONNEL PRIVE,NOTRE DAME DE NAZARETH,14440,DOUVRES LA DELIVRANDE,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,31-Jan-67,05
0141197A,LYCEE PROFESSIONNEL PRIVE,VICTORINE MAGNE,14103,LISIEUX CEDEX,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,31-Jan-67,05
0141421U,LYCEE PROFESSIONNEL AGRICOLE,DE VIRE,14500,VIRE NORMANDIE,014,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,3-Jun-70,05
0141724Y,INSTITUT AGRICOLE PRIVE,LEMONNIER - ST GABRIEL DE BREC,14480,CREULLY SUR SEULLES,014,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,5-Sep-77,05
0141599M,LYCEE PROFESSIONNEL,JEAN JOORIS,14162,DIVES SUR MER CEDEX,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,16-Mar-73,05
0141866C,LP PR LYCEE DES METIERS,INSTITUT LEMONNIER,14013,CAEN CEDEX 1,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-80,05
0141867D,LP PR LYCEE DES METIERS,SAINTE URSULE,14019,CAEN CEDEX 2,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-80,05
0141868E,LYCEE PROFESSIONNEL PRIVE,LES ROSIERS,14100,LISIEUX,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-80,05
0141991N,INSTITUT AGRICOLE PRIVE,LEMONNIER - CAEN,14000,CAEN,014,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,1-Sep-86,05
0142159W,ECOLE SECONDAIRE PROF.PRIVEE,CTRE FORMATION STADE MALHERBE,14064,CAEN CEDEX 4,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-99,05
0142172K,ECOLE 2D DEGRE PROF.PRIVEE,COURS CAENNAIS ESTH ET COIFFUR,14000,CAEN,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,29-Dec-81,05
0142178S,LYCEE PROFESSIONNEL,JEAN MERMOZ,14500,VIRE NORMANDIE,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-93,05
0142432T,ECOLE 2D DEGRE PROF.PRIVEE,CFI INSTITUT LEMONNIER,14000,CAEN,014,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,24-Aug-19,05
0150661M,LYCEE AGRICOLE PRIVE,ST VINCENT DE ST FLOUR,15100,ST FLOUR,015,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,6-Sep-77,06
0150658J,LYCEE AGRICOLE PRIVE,ST JOSEPH DE MAURS,15600,MAURS,015,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,6-Sep-77,06
0150008C,LP LYCEE DES METIERS,RAYMOND CORTAT,15005,AURILLAC CEDEX,015,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,06
0150022T,LYCEE PROFESSIONNEL,JOSEPH CONSTANT,15300,MURAT,015,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,06
0150599V,LYCEE PROFESSIONNEL AGRICOLE,DE ST FLOUR,15100,ST FLOUR,015,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,25-Aug-69,06
0160047P,LYCEE PROFESSIONNEL,CHARLES A COULOMB,16000,ANGOULEME,016,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,4-Nov-65,13
0160048R,LP LYCEE DES METIERS,PIERRE-ANDRE CHABANNE,16260,CHASSENEUIL SUR BONNIEURE,016,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,4-Nov-65,13
0160108F,LYCEE PROFESSIONNEL AGRICOLE,DE BARBEZIEUX,16300,SALLES DE BARBEZIEUX,016,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,25-Aug-69,13
0160119T,LYCEE PROFESSIONNEL,LOUIS DELAGE,16100,COGNAC,016,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,29-Jan-70,13
0160862A,LP LYCEE DES METIERS,JEAN ALBERT GREGOIRE,16800,SOYAUX,016,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,26-Feb-73,13
0160980D,LYCEE AGRICOLE PRIVE,ROC FLEURI DE RUFFEC,16700,RUFFEC,016,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,5-Sep-77,13
0161003D,LYCEE PROFESSIONNEL,LOUISE MICHEL,16700,RUFFEC,016,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,22-Mar-77,13
0161133V,LYCEE PROFESSIONNEL PRIVE,SAINTE MARTHE CHAVAGNES,16000,ANGOULEME,016,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-93,13
0170078T,LYCEE PROFESSIONNEL,BERNARD PALISSY,17107,SAINTES CEDEX,017,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,4-Nov-65,13
0161201U,ECOLE TECHNIQUE PRIVEE,SPORTISSIME,16100,CHATEAUBERNARD,016,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,13-Oct-11,13
0170394L,LYCEE PROFESSIONNEL AGRICOLE,DE SAINTES - CHADIGNAC,17119,SAINTES CEDEX,017,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,25-Aug-69,13
0171238D,LYCEE PROFESSIONNEL,ROMPSAY,17012,LA ROCHELLE CEDEX 1,017,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,9-Feb-76,13
0171265H,LYCEE AGRICOLE PRIVE,DE BOIS,17240,BOIS,017,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,5-Sep-77,13
0171632G,ECOLE 2D DEGRE PROF.PRIVEE,ADORANATURE,17100,SAINTES,017,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-18,13
0171550T,ECOLE D'ESTHETIQUE ET DE COIFF,GROUPE SILVYA TERRADE - LA ROC,17000,LA ROCHELLE,017,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,9-Jul-02,13
0171571R,LP LYCEE DES METIERS,DE L'ATLANTIQUE,17205,ROYAN CEDEX,017,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-04,13
0180025E,LP LYCEE DES METIERS,JEAN GUEHENNO,18200,ST AMAND MONTROND,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,18
0180026F,LYCEE PROFESSIONNEL,JEAN MOULIN,18206,ST AMAND MONTROND CEDEX,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,18
0180042Y,LYCEE PROFESSIONNEL,JACQUES COEUR,18026,BOURGES CEDEX,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,25-Oct-65,18
0171590L,LYCEE PROFESSIONNEL AGRICOLE,DE SURGERES - ENSMC,17700,SURGERES,017,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,20-Jul-06,13
0180009M,LP LYCEE DES METIERS,JEAN DE BERRY,18000,BOURGES,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,18
0180010N,LP LYCEE DES METIERS,JEAN MERMOZ,18028,BOURGES CEDEX,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-71,18
0180572Z,LYCEE PROFESSIONNEL PRIVE,SAINT JOSEPH,18100,VIERZON,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,15-Nov-67,18
0180758B,LYCEE AGRICOLE PRIVE,DE BENGY,18520,BENGY SUR CRAON,018,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,4-Sep-77,18
0180823X,LP LYCEE DES METIERS,VAUVERT,18000,BOURGES,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-84,18
0190008F,LYCEE PROFESSIONNEL,BORT-ARTENSE,19110,BORT LES ORGUES,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,22
0180939Y,ECOLE 2D DEGRE PROF.PRIVEE,ECOLE DES METIERS,18000,BOURGES,018,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-04,18
0190070Y,ECOLE SECONDAIRE PROF.PRIVEE,EC APPLICATION TRAVAUX PUB,19300,EGLETONS,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,21-Sep-43,22
0190071Z,ECOLE SECONDAIRE PROF.PRIVEE,INST BRIVIS SUP ADM ET COMMERC,19100,BRIVE LA GAILLARDE,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,7-Apr-67,22
0190045W,LYCEE PROFESSIONNEL,GEORGES CABANIS,19100,BRIVE LA GAILLARDE,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,2-Nov-65,22
0190674E,LYCEE PROFESSIONNEL,BERNART DE VENTADOUR,19200,USSEL,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,10-Feb-72,22
0190701J,LYCEE PROFESSIONNEL,LAVOISIER,19100,BRIVE LA GAILLARDE,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,16-Sep-75,22
0190783Y,LYCEE PROFESSIONNEL PRIVE,FONDATION POMPIDOU,19260,TREIGNAC,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,13-Jun-73,22
0190834D,SILVYA TERRADE SUD OUEST,SILVYA TERRADE SUD-OUEST,19100,BRIVE LA GAILLARDE,019,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,10-Oct-89,22
0211356K,LYCEE PROFESSIONNEL,ANTOINE,21300,CHENOVE,021,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,30-Oct-73,07
0211503V,LYCEE AGRICOLE PRIVE,AM JAVOUHEY - CHAMBLANC,21250,CHAMBLANC,021,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,6-Sep-77,07
0211504W,LYCEE AGRICOLE PRIVE,DE SAULIEU,21210,SAULIEU,021,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,6-Sep-77,07
0212187N,ECOLE 2D DEGRE PROF.PRIVEE,ESTHETIQUE 21,21800,QUETIGNY,021,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Sep-06,07
0220059V,LYCEE PROFESSIONNEL,JEAN MOULIN,22070,ST BRIEUC CEDEX 3,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-May-65,14
0220064A,LYCEE PROFESSIONNEL,LA CLOSERIE,22410,ST QUAY PORTRIEUX,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Oct-46,14
0220071H,LP LYCEE DES METIERS,EUGENE FREYSSINET,22023,ST BRIEUC CEDEX 1,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Oct-62,14
0220072J,LYCEE PROFESSIONNEL,JOSEPH SAVINA,22220,TREGUIER,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,7-Oct-65,14
0220075M,LP LYCEE DES METIERS,JEAN MONNET,22800,QUINTIN,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,30-Nov-65,14
0220083W,LYCEE PROFESSIONNEL,FELIX LE DANTEC,22303,LANNION CEDEX,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,3-Nov-66,14
0220122N,LYCEE PROF PRIVE DES METIERS,MONTBAREIL,22200,GUINGAMP,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,19-Apr-67,14
0220186H,LP LYCEE DES METIERS,ROSA PARKS,22110,ROSTRENEN,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,8-Nov-67,14
0221624W,LYCEE PROFESSIONNEL MARITIME,PIERRE LOTI,22501,PAIMPOL CEDEX,022,320,LYC PROF,LYCEE PROFESSIONNEL,MER,18-May-76,14
0221673Z,LYCEE AGRICOLE PRIVE,ST ILLAN DE LANGUEUX,22360,LANGUEUX,022,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,7-Sep-77,14
0221676C,LYCEE AGRICOLE PRIVE,X. GRALL - LOUDEAC,22605,LOUDEAC CEDEX,022,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,7-Sep-77,14
0221680G,LYCEE AGRICOLE PRIVE,D. SAVIO - DINAN,22106,DINAN CEDEX,022,320,LYC PROF,LYCEE PROFESSIONNEL,AGRICULTURE,7-Sep-77,14
0221865H,LYCEE PROFESSIONNEL PRIVE,ST JOSEPH,22404,LAMBALLE CEDEX,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Feb-96,14
0221866J,LYCEE PROFESSIONNEL PRIVE,KERSA LA SALLE,22620,PLOUBAZLANEC,022,320,LYC PROF,LYCEE PROFESSIONNEL,MINISTERE DE L'EDUCATION NATIONALE,1-Feb-96,14
